,c_cat,c_sub,kc,v,log_gamma,log_lambda,k0,filename,class
84,0.035508763,2.021681632,262.8410058,0.584876026,1.755377221,-0.387468673,1.358736721,CV245.csv,K
85,0.002102323,0.0002541,7517.324215,0.212077014,-0.917695053,0.281835642,4.644144435,CV249.csv,KG
86,2.457525293,0.013983933,1756.072106,0.088317852,-2.244868656,3.098558326,1.563894615,CV259.csv,D
87,0.009533931,0.060852383,88.67178549,0.906488193,0.805005584,-1.62073821,1.514049399,CV260.csv,KG
88,0.118500042,0.131888826,1.142697347,0.006218893,0.046489497,-0.252496901,5.963115457,CV261.csv,KG
89,0.000827556,0.00536559,527.6329508,0.002235681,0.811819938,0.700286111,20.27071998,CV263.csv,KG
90,1.509894054,0.041926676,2.220853324,0.009958102,-1.556456047,0.936856254,10.02676551,CV264.csv,D
91,2.955377447,0.309354617,0.030658053,0.048477099,-0.980156353,-1.318812609,20.03240119,CV265.csv,D
92,1.720048587,1.545548787,0.081381944,0.602712874,-0.046457996,-2.224475212,2.453078522,CV267.csv,D
93,5.848189972,0.108882711,0.001382718,0.008515329,-1.730062544,-1.612879773,15.65264344,CV268.csv,D
94,0.001915166,0.000731349,86686.22999,0.070899719,-0.418081806,1.779078495,88.05364249,CV271.csv,KG
95,0.149633009,0.034615043,17846.05148,1.47847486,-0.635762536,1.66632209,36.5714874,CV279.csv,KG
96,0.068124021,0.003180242,1.438860984,0.135917915,-1.330840066,-1.732391109,81.56784328,CV289.csv,D
97,0.268882425,0.011845584,1.271599959,0.100653565,-1.356005929,-1.059349758,53.22092749,CV291.csv,D
98,0.274414575,0.001592981,133.6430093,0.206029372,-2.236196589,0.659990765,46.04550708,CV296.csv,D
99,0.337016636,2.630587787,0.143824317,0.379391303,0.892401461,-2.48403723,18.22016572,CV304.csv,D
100,0.000740336,0.002075423,4470.035798,0.397298177,0.447677718,-0.669810149,2.649715039,CV313.csv,KG
101,1.494339826,0.009434037,0.414189837,7.187999424,-2.199751777,-2.655392741,46.00166887,CV314.csv,D
102,0.001405716,0.245330339,182.1040654,0.502148924,2.241853812,-1.883048965,5.350412223,CV316.csv,KS
103,0.004755888,0.000116544,2756.701963,0.435890844,-1.610742387,-0.1121898,14.14099968,CV317.csv,D
104,0.000151118,0.001654179,14370.40784,11.89451505,1.039264907,-2.328993615,1.710471828,CV320.csv,KD
105,4.61551949,5.754940195,0.012700128,0.01509547,0.095820226,-1.001251456,12.47805107,CV327.csv,KG
106,2.701539422,0.007014265,146.0195296,0.038579405,-2.585629136,2.419233209,5.237042573,CV340.csv,D
107,0.014042557,0.135909501,19424.91375,0.721699867,0.985803609,0.987015166,1.372843442,CV342.csv,KG
108,0.0041267,0.007547264,274.2210412,0.037806085,0.262186638,-0.114291562,1.291787824,CV344.csv,KG
109,0.005314256,0.000451871,28461.07791,0.113197439,-1.070428399,1.535423729,1.821195562,CV345.csv,KG
110,0.028237834,2.76399211,1.088623132,0.003207558,1.990705416,-0.608899101,25.56430897,CV348.csv,K
111,0.001423903,0.0045721,4348.840902,9.471302253,0.506635371,-1.774989366,97.16766869,CV353.csv,KG
112,0.95504091,1.072896168,9885.578142,4.314639522,0.050535719,1.749646014,17.56713998,CV355.csv,KG
113,0.000396882,0.000186622,72048.12991,60.7427603,-0.327699337,-1.917643561,68.36089849,CV356.csv,D
114,0.051140997,0.018656655,16263.59495,0.031703458,-0.437935405,2.82844559,2.086899577,CV357.csv,KG
115,0.044009046,0.478148623,0.832041187,0.002332684,1.036020952,-0.394602644,18.08599692,CV361.csv,KG
116,0.000845135,0.046909375,46726.42372,0.839408882,1.744333395,0.082081716,1.270271673,CV362.csv,K
117,0.374633273,0.000784254,28908.76011,0.06802921,-2.679149684,3.611506868,1.712148751,CV363.csv,D
118,0.000309244,0.002249153,11.48860239,0.001014017,0.861718099,-1.045910675,7.619328765,CV364.csv,KG
119,0.000549051,0.000209789,19.06369162,0.009262728,-0.417831135,-1.537352405,1.504147676,CV372.csv,D
120,0.00194893,0.094811667,43825.87623,1.224894412,1.6870656,0.252994619,9.082755981,CV374.csv,K
121,0.273533669,0.000675047,10.47291208,0.001184771,-2.607676967,1.793010396,27.01079091,CV377.csv,D
122,0.019105753,0.000268384,24441.83684,0.039553464,-1.852407334,2.48167995,88.83520308,CV382.csv,D
123,7.751024681,2.760999902,0.84671725,0.018172851,-0.448292729,0.967240938,96.82122491,CV383.csv,KG
124,0.056567697,0.117271997,1016.638119,0.045982644,0.316625821,1.506707437,15.32797971,CV384.csv,KT
125,0.00013359,0.062586174,3964.782172,0.072086289,2.670703962,-0.724292408,12.05612869,CV385.csv,KS
126,0.012495761,0.000226499,397.5239273,0.008217576,-1.741696581,1.190948724,2.105302992,CV391.csv,D
127,0.026176783,0.694168651,1.694931493,0.018923356,1.423548723,-1.220363259,2.779849272,CV393.csv,K
128,1.139246598,0.044797136,0.112281291,0.379932187,-1.405367488,-2.063214467,7.077491663,CV397.csv,D
129,0.104321067,0.00012436,3823.554112,0.084089599,-2.923692885,2.085663467,16.3162526,CV402.csv,D
130,9.180544691,0.020237179,0.048922719,3.11309705,-2.656718467,-2.431247142,10.19888962,CV406.csv,D
131,0.022025879,0.079113214,0.927218064,0.113524123,0.555315779,-2.33540654,1.484050441,CV420.csv,D
132,0.708319442,0.022203708,0.538566732,0.022866965,-1.503803647,-0.368173356,49.90857015,CV421.csv,D
133,0.010244308,2.896559087,29.08315034,0.218055421,2.451399775,-1.45487634,2.314183456,CV422.csv,KS
134,0.026014042,0.000253496,133.7521117,1.746319141,-2.011236892,-1.291048655,16.97755591,CV424.csv,D
135,0.444329545,0.044429358,204.0337806,0.001601989,-1.00003515,3.162314269,17.97812788,CV428.csv,KG
136,1.159482833,0.315551729,0.234317031,0.001839791,-0.565193759,0.578866065,4.446813027,CV434.csv,KG
137,0.017371741,0.00084513,6116.72453,1.360229188,-1.312919711,0.302316649,65.97552248,CV436.csv,D
138,0.21925638,0.01028218,0.19741345,0.020709567,-1.328867055,-1.270275554,54.3209309,CV447.csv,D
139,3.884215504,0.019661119,0.031971593,0.028391432,-2.295695076,-0.949553217,44.15898784,CV453.csv,D
140,2.145895199,0.008689571,75.90016788,0.001292151,-2.392610197,3.5101043,77.28379092,CV456.csv,D
141,1.414245509,2.084236349,6.235392365,0.004767101,0.168422157,1.676700744,12.4921209,CV461.csv,KG
142,0.091693036,0.002129657,3502.072455,36.60447501,-1.63402663,-0.647306222,2.719904976,CV466.csv,D
143,0.109364791,0.079203165,236.7500104,0.99348351,-0.14013499,-0.174426646,56.41166508,CV468.csv,KG
144,0.015758236,0.052439079,5839.227468,0.408981874,0.52214745,0.761725421,1.384658577,CV469.csv,KG
145,0.002244564,0.075900741,2862.975861,0.003717301,1.529114097,1.647288363,2.527628357,CV470.csv,K
146,0.10170609,0.000135717,25.60557779,10.16664069,-2.874711678,-2.181929454,8.146941825,CV471.csv,D
147,0.021938145,0.007272318,75381.9599,35.03186755,-0.479527018,0.08357052,6.225025413,CV472.csv,KG
148,0.001356816,0.469607978,837.2917933,4.966379023,2.539214491,-2.231075568,10.51539008,CV473.csv,KS
149,2.643223947,6.805045465,6.230438647,0.031655572,0.410697071,1.125768898,40.81537924,CV474.csv,KT
150,4.350344183,0.528375655,185.1945477,0.039477018,-0.915580819,2.719373956,86.61506069,CV478.csv,KG
151,9.14893067,0.012779487,0.865332006,0.03399963,-2.854856903,0.776645393,27.29919566,CV479.csv,D
152,0.013563933,0.000244823,7.966622704,0.00709571,-1.743534236,-0.407769482,2.83870693,CV481.csv,D
153,7.468621017,0.075676055,12714.60769,95.35022967,-1.99428194,1.407788127,2.575351534,CV483.csv,D
154,0.2229272,0.000318803,0.223700336,0.14813401,-2.844640175,-2.063258598,1.862239431,CV492.csv,D
155,0.074684717,0.014324682,98.74933705,0.044381857,-0.717146761,0.630126941,1.160940647,CV498.csv,KG
156,2.913487363,1.455490545,0.183348916,0.296236355,-0.30140375,-1.334380387,43.71486125,CV499.csv,D
157,2.082473928,0.407182684,218.2473332,0.037546597,-0.708790273,2.492524415,5.481966564,CV512.csv,KG
158,4.536379875,0.125718228,124.9813206,0.120855105,-1.557311164,2.080856008,12.87493691,CV516.csv,D
159,0.019959754,0.00022241,1.626094613,0.002581247,-1.953001007,-0.490962088,1.279249687,CV519.csv,D
160,0.85518407,0.0141735,173.7110287,0.003200199,-1.78058249,3.076276507,3.095101561,CV527.csv,D
161,0.992193259,0.019401089,1258.84222,15.73811039,-1.708770161,0.309181468,20.4746017,CV529.csv,D
162,0.055330864,0.000645725,6.115449366,0.010659529,-1.932919947,-0.088775704,5.947557892,CV531.csv,D
163,7.098133093,0.027230683,0.003402871,0.012722631,-2.416085606,-1.312020864,5.661620646,CV534.csv,D
164,0.000297096,0.030150146,5049.2147,11.54794028,2.006392024,-2.476816812,5.917871661,CV539.csv,KD
165,1.050825025,8.863378543,0.587916787,0.073639629,0.926068891,-0.666698844,2.403012228,CV542.csv,KG
166,0.019495075,0.002042142,253.9121727,0.033838986,-0.97983895,0.574757567,2.195620122,CV544.csv,KG
167,0.037126912,0.000434906,26.021182,0.444630695,-1.93129324,-1.253417106,1.241322036,CV547.csv,D
168,0.011345644,0.001345366,463.8002774,1.004737732,-0.925988694,-0.871326067,8.824325263,CV551.csv,D
169,1.82583182,0.937542948,29819.29715,0.815434144,-0.2894696,3.234135765,95.83806305,CV559.csv,KG
170,0.100628507,0.006514366,2752.878226,9.832091606,-1.188848849,-0.140571405,13.44954391,CV560.csv,D
171,0.001279942,0.32011368,4.124690129,0.001122567,2.398113992,-0.918064109,1.88445031,CV565.csv,KS
172,0.009233933,1.98023297,19.58832738,2.573186977,2.331329588,-2.743520809,10.66242392,CV566.csv,KD
173,2.165374325,1.577497841,47.18284952,0.659112646,-0.13756421,0.599923988,16.3307152,CV572.csv,KG
174,0.109589776,0.229417247,55.88042863,2.311908861,0.320856023,-1.167374457,44.06660178,CV577.csv,KG
175,0.055233888,9.092845841,659.0972228,11.75315298,2.216494214,-1.09943281,15.14834266,CV579.csv,KS
176,6.893763173,9.755331451,0.004251683,0.001867548,0.15078567,-0.394688139,65.30395319,CV583.csv,KG
177,0.001830555,0.026634403,376.1862563,0.756260457,1.162860163,-1.631119184,1.139084718,CV588.csv,KG
178,0.030181469,6.208196949,579.5663128,0.012413374,2.313225113,1.558520157,1.916473526,CV590.csv,K
179,0.000165434,0.000436788,26.26814602,0.004805588,0.421647072,-1.634126806,35.59687034,CV592.csv,KG
180,0.000229215,0.019113138,1167.654378,0.00208297,1.921088896,0.518440929,3.723516607,CV595.csv,K
181,0.176342502,0.006072137,4.606500378,0.001157198,-1.463015409,1.255887102,3.191068538,CV597.csv,D
182,0.030664432,0.008768037,9973.731837,8.918753692,-0.543732571,-0.055245072,10.66535399,CV598.csv,KG
183,0.335046363,8.217422683,2.492771471,2.273091382,1.389630719,-2.025263039,29.03885075,CV605.csv,KD
184,0.003449402,0.044415135,7.098231827,0.545533797,1.1097872,-2.938361216,1.957045573,CV607.csv,D
185,0.193319817,1.194777958,180.6514358,2.231721983,0.791010826,-0.395955815,15.88962397,CV609.csv,KG
186,0.000408589,0.016368894,13816.89717,0.003175913,1.602732144,1.659395661,31.89704463,CV613.csv,K
187,0.350366244,0.007808176,38.97239091,0.345191058,-1.651972687,0.006786253,26.43013729,CV614.csv,D
188,0.262942974,1.041559908,18747.37541,3.541652256,0.597822684,1.553162613,13.46988279,CV619.csv,KG
189,0.027056276,2.215065485,6612.701806,0.295837606,1.913118548,1.191160064,10.33360671,CV623.csv,K
190,0.30263909,0.001325036,449.9427781,1.503526348,-2.358697461,0.366537748,9.515592729,CV624.csv,D
191,0.307035939,2.28671217,33.81057943,0.001334332,0.872022289,2.300544257,1.140051515,CV626.csv,KG
192,0.001897531,0.231899357,130.0116192,0.741476807,2.087110695,-2.068360071,4.041353588,CV627.csv,KS
193,0.229497885,8.378071673,49654.1362,45.37582971,1.562365384,0.809476022,1.210123598,CV631.csv,K
194,3.401637874,3.259288406,2213.226961,0.869368289,-0.018565287,2.347076719,3.49431393,CV632.csv,KG
195,0.012162227,0.000180636,28.24722653,0.103084372,-1.828207696,-1.067637424,16.76105541,CV639.csv,D
196,0.031459625,2.387851918,23039.65882,0.27670105,1.880253854,1.827785257,20.64516189,CV644.csv,K
197,0.002379923,0.086187204,296.1698025,0.172681108,1.55887987,-0.979574645,5.680242286,CV652.csv,K
198,0.30684791,0.006833032,4510.629497,3.87849139,-1.652309727,0.962063976,38.33539357,CV656.csv,D
199,0.745891208,2.322119305,0.00712984,0.116732532,0.493209041,-2.931870177,43.29129063,CV657.csv,D
200,0.220585355,0.139262679,1363.372675,0.122306792,-0.199741931,1.80030717,38.48308717,CV658.csv,KG
201,0.232139172,6.822198313,0.00861019,0.001306498,1.468175909,-1.405781127,4.735473174,CV669.csv,K
202,0.296556334,0.009064414,0.001324657,0.007570004,-1.514767464,-2.875318898,41.02486896,CV674.csv,D
203,0.005896856,0.027031272,37.2317305,0.441871887,0.661245924,-1.894196114,10.35172524,CV678.csv,KG
204,2.290831293,2.973531416,149.2693191,1.534558448,0.113279424,0.757546708,37.01543286,CV679.csv,KG
205,0.60931123,1.26947942,0.032385884,0.004052946,0.318786483,-0.903009369,2.052684101,CV684.csv,KG
206,3.785980126,9.740877275,0.180364732,12.2380044,0.410419742,-2.843814171,34.16690595,CV686.csv,D
207,0.460433328,0.000637971,0.043054573,0.207743888,-2.858365493,-2.610775737,73.04568751,CV689.csv,D
208,0.056420759,0.438787692,0.093163104,0.052154215,0.890815514,-2.587040055,12.98422059,CV697.csv,D
209,0.001197111,0.004326681,76722.83678,0.008100521,0.558020585,2.464112507,38.44263886,CV698.csv,KT
210,0.097869575,0.159971236,8176.518927,0.14659295,0.213394196,2.146669549,64.1995813,CV701.csv,KG
211,0.017124347,0.00025516,6.692803271,0.009824685,-1.826801815,-0.523530077,14.02107311,CV705.csv,D
212,0.005133455,0.000818448,25.47551983,0.179249655,-0.797418812,-1.727359006,1.705509213,CV717.csv,D
213,0.00087533,0.018889539,4797.245403,73.46851533,1.334049418,-2.833370903,37.04983021,CV718.csv,D
214,0.001317596,0.000152005,1645.078121,0.002468823,-0.937924618,1.353045167,22.96044412,CV727.csv,KG
215,0.000444068,0.019851958,39412.5892,0.006331153,1.650353996,1.851168003,8.547201505,CV731.csv,K
216,0.021262282,0.025493081,0.243104361,0.021861214,0.078812445,-2.216705162,15.79714221,CV735.csv,D
217,0.045291064,1.234922316,546.7418922,0.285170455,1.435627116,0.348256828,9.413250483,CV740.csv,K
218,0.001164459,0.008406852,638.012062,0.036035272,0.858509274,-0.276208307,31.71581803,CV741.csv,KG
219,0.000557672,0.000138969,771.782106,0.167874039,-0.603462111,-1.181543584,22.37647457,CV748.csv,D
220,3.027208407,1.666760826,1.180701632,0.047836929,-0.259169036,0.28298568,33.88700738,CV749.csv,KG
221,0.011844975,0.000219301,682.9791623,0.053714873,-1.732493888,0.587413526,1.656561072,CV754.csv,D
222,0.437488768,0.086429587,3.06225498,1.100322702,-0.70430447,-1.504945334,29.89816946,CV763.csv,D
223,0.279622678,0.538740495,47272.65013,7.273003217,0.28480723,1.669035044,1.665974807,CV764.csv,KG
224,1.157307924,0.007463105,70160.55481,1.108334814,-2.190529367,3.274437449,3.109908251,CV777.csv,D
225,0.000819296,0.170161936,29441.85547,0.057155782,2.317421456,1.034912452,79.56322945,CV779.csv,K
226,2.08246134,0.335082657,4110.622954,1.733506603,-0.793424997,2.103125574,63.98284864,CV782.csv,KG
227,0.001186164,0.018981918,9126.875907,9.220731198,1.204195208,-1.520731847,6.980632369,CV784.csv,KG
228,5.520006283,3.953434371,42239.45225,11.65519207,-0.144965038,2.710704898,62.85712512,CV790.csv,KG
229,0.000667105,0.026239627,483.1625037,0.422832406,1.59476373,-1.708314632,12.78193533,CV793.csv,KS
230,4.998417487,0.063593153,0.067305262,2.266881409,-1.895422172,-2.418980769,1.706743068,CV794.csv,D
231,0.000985824,0.002020574,66.77510172,0.006296134,0.311675269,-0.571093454,7.494286007,CV798.csv,KG
232,0.030463836,0.000134178,2989.894372,0.150630476,-2.35610483,1.191094062,5.731298279,CV800.csv,D
233,6.192128766,0.165857792,0.021723317,0.348733646,-1.5721041,-2.00416125,12.7477547,CV801.csv,D
234,0.011866485,7.710054049,301.6523305,33.00668203,2.81273533,-2.555206609,4.818276674,CV806.csv,KS
235,0.000823627,0.017909268,7496.785539,0.234542659,1.337347388,-0.170049838,23.38696562,CV807.csv,K
236,0.002519296,1.087724381,2475.510831,0.04432256,2.635239749,0.557885593,42.37474819,CV812.csv,K
237,4.246233987,0.00756844,1331.603428,42.13550693,-2.748997533,0.537297087,9.803852556,CV815.csv,D
238,0.013818403,0.028560223,36.3249269,0.002902904,0.315303732,0.647396466,21.46504101,CV820.csv,KG
239,0.741368204,0.009981365,2359.456112,2.291853022,-1.870844027,1.29222558,27.5270501,CV824.csv,D
240,0.096753367,0.074406379,0.070373662,0.002281582,-0.114055921,-1.115593389,71.08112217,CV827.csv,KG
241,0.324582396,0.379003521,132.6266489,0.001755595,0.067318283,2.799097998,12.8653937,CV830.csv,KT
242,0.02635672,6.982733011,91769.00158,84.35368504,2.423134072,-0.132950205,3.449426586,CV831.csv,K
243,0.019322042,0.036774363,6530.036468,0.426196276,0.279492142,0.880925457,2.063936161,CV838.csv,KG
244,5.963804477,0.184203475,37.1619077,0.002108153,-1.510225578,3.431285784,1.295563632,CV841.csv,D
245,0.261481952,8.79226929,150.3039075,0.001303589,1.526659263,2.888837902,2.371112587,CV845.csv,K
246,0.299588038,0.001652694,6.844456899,0.003188777,-2.258331992,1.217805788,14.98314133,CV846.csv,D
247,0.005365764,1.901887397,3335.586978,1.30487183,2.549553248,-0.45319755,10.40001417,CV847.csv,KS
248,0.690023487,0.17402907,1072.047447,0.010779645,-0.598242074,3.246039905,20.99544015,CV851.csv,KG
249,0.002066845,0.019070185,2522.057773,0.686097131,0.965046914,-0.709756101,63.45507201,CV852.csv,KG
250,5.804360979,1.800133737,0.094487341,0.173588819,-0.508449643,-1.090827222,27.39506888,CV853.csv,D
251,0.004926166,0.001062625,0.053529563,0.001543541,-0.666129208,-2.357848867,7.234283113,CV854.csv,D
252,0.861079807,0.004264651,0.95771067,0.002080287,-2.305159919,1.007721048,31.80211819,CV857.csv,D
253,0.250656048,0.201893019,0.35157155,0.006716727,-0.093956886,-0.472499314,1.273066601,CV859.csv,KG
254,0.147661446,1.048126955,3526.904358,1.077143092,0.851146773,1.093953882,1.745870015,CV863.csv,KG
